tourney_id,tourney_name,tourney_date,surface,winner_id,loser_id,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2011-339,Brisbane,20110102,Hard,104417,105992,6-2 6-4,3,R32,66.0,8.0,3.0,52.0,32.0,26.0,13.0,9.0,1.0,1.0,4.0,1.0,50.0,27.0,16.0,12.0,9.0,1.0,4.0,5.0,5580.0,173.0,309.0
2011-339,Brisbane,20110102,Hard,103582,104534,1-6 7-6(3) 6-2,3,R32,152.0,9.0,3.0,99.0,54.0,34.0,28.0,13.0,8.0,10.0,16.0,4.0,103.0,59.0,42.0,20.0,14.0,3.0,5.0,58.0,835.0,75.0,643.0
2011-339,Brisbane,20110102,Hard,105051,105357,4-6 6-2 6-4,3,R32,104.0,12.0,1.0,85.0,63.0,46.0,9.0,14.0,1.0,3.0,4.0,3.0,76.0,58.0,42.0,6.0,14.0,4.0,8.0,196.0,263.0,204.0,243.0
2011-339,Brisbane,20110102,Hard,104797,105217,7-6(5) 6-4,3,R32,93.0,6.0,1.0,63.0,43.0,33.0,16.0,11.0,2.0,2.0,10.0,1.0,72.0,43.0,31.0,17.0,11.0,2.0,3.0,40.0,1031.0,43.0,975.0
2011-339,Brisbane,20110102,Hard,103888,105173,6-1 6-4,3,R32,79.0,11.0,0.0,51.0,28.0,23.0,16.0,9.0,1.0,1.0,1.0,6.0,68.0,37.0,24.0,11.0,8.0,3.0,6.0,16.0,1991.0,83.0,600.0
2011-339,Brisbane,20110102,Hard,103285,104735,5-7 6-1 6-4,3,R32,124.0,7.0,3.0,80.0,47.0,37.0,16.0,15.0,2.0,5.0,4.0,7.0,87.0,50.0,33.0,19.0,14.0,5.0,10.0,62.0,795.0,67.0,724.0
2011-339,Brisbane,20110102,Hard,105575,103096,6-4 6-3,3,R32,86.0,8.0,2.0,55.0,30.0,24.0,13.0,9.0,1.0,2.0,6.0,3.0,64.0,37.0,26.0,11.0,10.0,5.0,9.0,87.0,587.0,78.0,627.0
2011-339,Brisbane,20110102,Hard,104252,106071,6-2 6-2,3,R32,55.0,12.0,0.0,35.0,25.0,23.0,9.0,8.0,0.0,0.0,5.0,0.0,58.0,34.0,22.0,6.0,8.0,1.0,5.0,37.0,1128.0,208.0,239.0
2011-339,Brisbane,20110102,Hard,103852,104332,6-4 7-6(11),3,R32,100.0,11.0,7.0,77.0,39.0,33.0,21.0,11.0,4.0,5.0,9.0,5.0,68.0,30.0,25.0,22.0,11.0,0.0,2.0,32.0,1300.0,57.0,839.0
2011-339,Brisbane,20110102,Hard,104731,103429,6-4 6-4,3,R32,72.0,18.0,0.0,44.0,33.0,31.0,9.0,10.0,0.0,0.0,4.0,2.0,58.0,41.0,28.0,10.0,10.0,1.0,3.0,61.0,813.0,137.0,400.0
