tourney_id,tourney_name,tourney_date,surface,winner_id,loser_id,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2016-M020,Brisbane,20160104,Hard,105062,104797,6-2 7-5,3,R32,84.0,1.0,3.0,67.0,36.0,27.0,20.0,10.0,3.0,3.0,6.0,0.0,53.0,32.0,22.0,12.0,10.0,4.0,7.0,65.0,762.0,61.0,781.0
2016-M020,Brisbane,20160104,Hard,103285,105583,6-0 6-3,3,R32,67.0,3.0,2.0,48.0,25.0,18.0,16.0,8.0,2.0,2.0,0.0,2.0,46.0,25.0,15.0,8.0,7.0,4.0,8.0,197.0,252.0,76.0,678.0
2016-M020,Brisbane,20160104,Hard,106071,103917,6-4 6-3,3,R32,69.0,8.0,0.0,59.0,34.0,28.0,14.0,10.0,4.0,5.0,4.0,1.0,50.0,29.0,21.0,10.0,9.0,3.0,6.0,18.0,1675.0,71.0,710.0
2016-M020,Brisbane,20160104,Hard,104471,117352,6-3 6-2,3,R32,67.0,11.0,2.0,49.0,30.0,24.0,13.0,9.0,0.0,0.0,3.0,1.0,52.0,30.0,22.0,9.0,8.0,3.0,6.0,87.0,636.0,813.0,25.0
2016-M020,Brisbane,20160104,Hard,106298,106415,4-6 6-3 7-5,3,R32,143.0,17.0,2.0,95.0,64.0,53.0,15.0,16.0,2.0,4.0,4.0,3.0,120.0,64.0,42.0,30.0,15.0,12.0,15.0,78.0,672.0,117.0,495.0
2016-M020,Brisbane,20160104,Hard,105676,105064,6-4 6-4,3,R32,82.0,3.0,4.0,57.0,30.0,23.0,16.0,10.0,1.0,2.0,7.0,2.0,66.0,40.0,25.0,15.0,10.0,7.0,10.0,16.0,1880.0,37.0,1105.0
2016-M020,Brisbane,20160104,Hard,106233,105902,3-6 6-4 6-3,3,R32,113.0,4.0,2.0,80.0,48.0,35.0,21.0,14.0,2.0,4.0,14.0,1.0,93.0,42.0,32.0,26.0,14.0,6.0,9.0,20.0,1600.0,120.0,485.0
2016-M020,Brisbane,20160104,Hard,106045,105441,4-6 6-3 6-2,3,R32,103.0,2.0,3.0,73.0,44.0,36.0,19.0,14.0,4.0,5.0,8.0,3.0,85.0,40.0,25.0,25.0,13.0,5.0,8.0,69.0,719.0,129.0,459.0
2016-M020,Brisbane,20160104,Hard,111202,105032,7-6(8) 6-4,3,R32,102.0,2.0,3.0,73.0,48.0,35.0,14.0,11.0,2.0,4.0,11.0,3.0,84.0,52.0,39.0,10.0,11.0,8.0,11.0,51.0,817.0,60.0,782.0
2016-M020,Brisbane,20160104,Hard,105777,104468,6-3 7-6(10),3,R32,125.0,8.0,6.0,81.0,46.0,36.0,18.0,11.0,6.0,7.0,2.0,3.0,91.0,55.0,36.0,16.0,10.0,3.0,5.0,28.0,1360.0,15.0,2145.0
2016-M020,Brisbane,20160104,Hard,104678,105449,7-6(3) 6-1,3,R32,70.0,3.0,2.0,56.0,34.0,28.0,13.0,10.0,1.0,3.0,3.0,0.0,62.0,33.0,20.0,14.0,9.0,4.0,8.0,22.0,1487.0,32.0,1240.0
2016-M020,Brisbane,20160104,Hard,104735,106093,6-2 6-4,3,R32,79.0,1.0,0.0,59.0,36.0,29.0,13.0,9.0,0.0,0.0,4.0,3.0,59.0,37.0,24.0,10.0,9.0,5.0,8.0,277.0,185.0,231.0,225.0
2016-M020,Brisbane,20160104,Hard,105453,105062,6-3 6-4,3,R16,89.0,5.0,2.0,61.0,40.0,29.0,13.0,10.0,5.0,6.0,3.0,0.0,58.0,36.0,23.0,10.0,9.0,4.0,7.0,8.0,4235.0,65.0,762.0
2016-M020,Brisbane,20160104,Hard,106071,103285,7-6(6) 4-6 7-6(4),3,R16,157.0,19.0,1.0,114.0,78.0,56.0,17.0,17.0,3.0,6.0,14.0,5.0,107.0,66.0,54.0,18.0,17.0,4.0,6.0,18.0,1675.0,197.0,252.0
2016-M020,Brisbane,20160104,Hard,105683,104471,6-7(2) 6-1 6-4,3,R16,145.0,17.0,5.0,106.0,62.0,51.0,23.0,15.0,3.0,3.0,11.0,2.0,100.0,66.0,47.0,17.0,14.0,7.0,10.0,14.0,2170.0,87.0,636.0
2016-M020,Brisbane,20160104,Hard,106298,105676,7-6(5) 4-6 6-3,3,R16,122.0,13.0,4.0,106.0,57.0,45.0,24.0,15.0,9.0,11.0,9.0,1.0,92.0,50.0,40.0,20.0,16.0,1.0,4.0,78.0,672.0,16.0,1880.0
2016-M020,Brisbane,20160104,Hard,106233,106045,6-3 6-2,3,R16,56.0,7.0,1.0,45.0,33.0,28.0,8.0,9.0,0.0,0.0,0.0,2.0,48.0,27.0,19.0,8.0,8.0,2.0,5.0,20.0,1600.0,69.0,719.0
2016-M020,Brisbane,20160104,Hard,105227,111202,7-5 7-6(3),3,R16,106.0,18.0,3.0,77.0,44.0,37.0,16.0,12.0,4.0,6.0,5.0,2.0,79.0,50.0,36.0,15.0,12.0,6.0,9.0,13.0,2405.0,51.0,817.0
2016-M020,Brisbane,20160104,Hard,105777,104678,5-7 7-6(6) 6-2,3,R16,167.0,9.0,4.0,117.0,70.0,51.0,25.0,16.0,5.0,7.0,9.0,1.0,120.0,76.0,51.0,23.0,16.0,6.0,9.0,28.0,1360.0,22.0,1487.0
2016-M020,Brisbane,20160104,Hard,103819,104735,6-2 6-1,3,R16,55.0,2.0,1.0,40.0,22.0,18.0,12.0,7.0,1.0,1.0,2.0,4.0,46.0,27.0,15.0,6.0,8.0,1.0,6.0,3.0,8265.0,277.0,185.0
2016-M020,Brisbane,20160104,Hard,106071,105453,6-3 1-6 6-3,3,QF,119.0,14.0,1.0,97.0,62.0,45.0,13.0,13.0,8.0,11.0,5.0,3.0,84.0,52.0,35.0,15.0,12.0,7.0,10.0,18.0,1675.0,8.0,4235.0
2016-M020,Brisbane,20160104,Hard,105683,106298,6-4 6-4,3,QF,76.0,12.0,4.0,52.0,29.0,27.0,12.0,10.0,0.0,1.0,6.0,4.0,73.0,43.0,33.0,9.0,10.0,5.0,8.0,14.0,2170.0,78.0,672.0
2016-M020,Brisbane,20160104,Hard,106233,105227,2-6 7-6(4) 6-4,3,QF,119.0,6.0,0.0,84.0,55.0,41.0,20.0,15.0,0.0,2.0,11.0,2.0,98.0,52.0,41.0,27.0,15.0,7.0,8.0,20.0,1600.0,13.0,2405.0
2016-M020,Brisbane,20160104,Hard,103819,105777,6-4 6-7(4) 6-4,3,QF,127.0,7.0,1.0,83.0,52.0,45.0,19.0,16.0,0.0,1.0,8.0,2.0,104.0,62.0,46.0,21.0,16.0,8.0,11.0,3.0,8265.0,28.0,1360.0
2016-M020,Brisbane,20160104,Hard,105683,106071,7-6(5) 7-6(5),3,SF,107.0,13.0,3.0,79.0,49.0,40.0,19.0,12.0,4.0,4.0,10.0,3.0,84.0,54.0,41.0,16.0,12.0,2.0,2.0,14.0,2170.0,18.0,1675.0
2016-M020,Brisbane,20160104,Hard,103819,106233,6-1 6-4,3,SF,60.0,6.0,0.0,49.0,27.0,23.0,12.0,9.0,0.0,1.0,2.0,4.0,55.0,31.0,18.0,9.0,8.0,2.0,6.0,3.0,8265.0,20.0,1600.0
2016-M020,Brisbane,20160104,Hard,105683,103819,6-4 6-4,3,F,87.0,6.0,6.0,60.0,34.0,28.0,14.0,10.0,1.0,1.0,7.0,3.0,61.0,34.0,25.0,14.0,10.0,3.0,5.0,14.0,2170.0,3.0,8265.0
2016-0891,Chennai,20160104,Hard,106368,104593,6-2 6-0,3,R32,60.0,3.0,0.0,35.0,24.0,20.0,8.0,7.0,0.0,0.0,1.0,3.0,58.0,39.0,20.0,6.0,7.0,5.0,10.0,248.0,209.0,98.0,590.0
2016-0891,Chennai,20160104,Hard,104563,105526,6-4 7-6(5),3,R32,89.0,11.0,2.0,66.0,37.0,30.0,13.0,11.0,2.0,4.0,4.0,3.0,77.0,49.0,35.0,13.0,11.0,2.0,5.0,106.0,552.0,107.0,547.0
2016-0891,Chennai,20160104,Hard,105379,105577,7-5 7-6(6),3,R32,106.0,2.0,3.0,75.0,46.0,36.0,16.0,12.0,0.0,1.0,8.0,2.0,74.0,43.0,31.0,18.0,12.0,1.0,3.0,45.0,939.0,39.0,1075.0
2016-0891,Chennai,20160104,Hard,105357,105539,6-7(5) 6-4 7-6(6),3,R32,158.0,6.0,5.0,102.0,60.0,40.0,24.0,17.0,4.0,9.0,5.0,1.0,124.0,61.0,37.0,33.0,17.0,6.0,12.0,92.0,611.0,91.0,615.0
2016-0891,Chennai,20160104,Hard,105572,104330,6-7(0) 6-4 6-4,3,R32,139.0,9.0,2.0,93.0,62.0,45.0,21.0,16.0,3.0,3.0,11.0,1.0,101.0,68.0,55.0,14.0,16.0,2.0,4.0,104.0,559.0,89.0,623.0
2016-0891,Chennai,20160104,Hard,106432,104719,7-6(5) 2-6 6-4,3,R32,151.0,3.0,0.0,92.0,61.0,41.0,19.0,15.0,4.0,7.0,5.0,1.0,112.0,73.0,46.0,22.0,15.0,6.0,8.0,44.0,941.0,84.0,645.0
2016-0891,Chennai,20160104,Hard,104180,111575,6-7(3) 7-6(4) 6-2,3,R32,135.0,19.0,5.0,98.0,57.0,47.0,28.0,16.0,0.0,0.0,9.0,0.0,107.0,67.0,50.0,24.0,16.0,7.0,9.0,38.0,1105.0,152.0,379.0
2016-0891,Chennai,20160104,Hard,105341,106075,1-6 6-3 6-4,3,R32,118.0,0.0,3.0,105.0,78.0,45.0,12.0,13.0,10.0,15.0,4.0,1.0,86.0,63.0,38.0,11.0,13.0,9.0,14.0,157.0,362.0,259.0,203.0
2016-0891,Chennai,20160104,Hard,104586,105053,6-3 6-4,3,R32,85.0,10.0,5.0,69.0,37.0,32.0,15.0,10.0,6.0,6.0,3.0,0.0,70.0,45.0,30.0,11.0,9.0,8.0,10.0,55.0,797.0,70.0,716.0
2016-0891,Chennai,20160104,Hard,104198,106121,4-6 7-5 6-2,3,R32,140.0,7.0,1.0,90.0,57.0,44.0,18.0,15.0,7.0,9.0,2.0,2.0,106.0,77.0,51.0,10.0,15.0,6.0,10.0,27.0,1430.0,96.0,603.0
2016-0891,Chennai,20160104,Hard,105302,104597,3-6 7-5 7-6(1),3,R32,124.0,12.0,2.0,96.0,54.0,44.0,26.0,16.0,3.0,4.0,17.0,1.0,99.0,44.0,34.0,37.0,17.0,3.0,4.0,449.0,90.0,73.0,694.0
2016-0891,Chennai,20160104,Hard,126094,104500,6-3 3-6 6-3,3,R32,103.0,0.0,2.0,79.0,48.0,33.0,20.0,14.0,1.0,3.0,7.0,4.0,84.0,51.0,35.0,15.0,13.0,4.0,7.0,185.0,270.0,177.0,284.0
2016-0891,Chennai,20160104,Hard,106368,104628,3-6 6-4 6-4,3,R16,109.0,9.0,2.0,85.0,57.0,43.0,13.0,15.0,0.0,2.0,5.0,3.0,93.0,57.0,45.0,16.0,14.0,5.0,7.0,248.0,209.0,164.0,321.0
2016-0891,Chennai,20160104,Hard,105379,104563,5-7 6-3 6-4,3,R16,131.0,13.0,2.0,93.0,53.0,44.0,23.0,16.0,6.0,7.0,11.0,2.0,85.0,43.0,36.0,23.0,15.0,2.0,4.0,45.0,939.0,106.0,552.0
2016-0891,Chennai,20160104,Hard,105138,105357,6-4 6-1,3,R16,75.0,1.0,1.0,58.0,34.0,26.0,13.0,9.0,1.0,2.0,2.0,0.0,55.0,37.0,23.0,4.0,8.0,3.0,7.0,25.0,1480.0,92.0,611.0
2016-0891,Chennai,20160104,Hard,106432,105572,6-2 7-5,3,R16,90.0,3.0,1.0,53.0,30.0,24.0,19.0,10.0,1.0,1.0,4.0,1.0,69.0,44.0,27.0,13.0,10.0,7.0,10.0,44.0,941.0,104.0,559.0
2016-0891,Chennai,20160104,Hard,105341,104180,6-4 7-5,3,R16,77.0,0.0,2.0,61.0,43.0,31.0,9.0,11.0,1.0,3.0,14.0,5.0,56.0,38.0,30.0,6.0,11.0,2.0,6.0,157.0,362.0,38.0,1105.0
2016-0891,Chennai,20160104,Hard,105332,104586,7-5 7-5,3,R16,84.0,8.0,3.0,68.0,34.0,29.0,15.0,12.0,5.0,8.0,4.0,3.0,81.0,48.0,29.0,13.0,12.0,8.0,13.0,19.0,1633.0,55.0,797.0
2016-0891,Chennai,20160104,Hard,104198,105302,7-6(5) 6-1,3,R16,85.0,4.0,4.0,81.0,44.0,34.0,19.0,10.0,9.0,9.0,7.0,3.0,53.0,36.0,27.0,8.0,9.0,5.0,7.0,27.0,1430.0,449.0,90.0
2016-0891,Chennai,20160104,Hard,104527,126094,6-3 6-2,3,R16,52.0,6.0,1.0,44.0,28.0,23.0,13.0,9.0,0.0,0.0,2.0,2.0,53.0,39.0,23.0,7.0,8.0,6.0,9.0,4.0,6865.0,185.0,270.0
2016-0891,Chennai,20160104,Hard,105379,106368,6-7(5) 6-4 6-3,3,QF,138.0,9.0,2.0,101.0,63.0,50.0,24.0,16.0,3.0,3.0,6.0,2.0,96.0,60.0,43.0,19.0,15.0,1.0,3.0,45.0,939.0,248.0,209.0
