tourney_id,tourney_name,tourney_date,surface,winner_id,loser_id,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,l_ace,l_df,l_svpt,l_1stIn,l_1stWon,l_2ndWon,l_SvGms,l_bpSaved,l_bpFaced,winner_rank,winner_rank_points,loser_rank,loser_rank_points
2007-339,Adelaide,20070101,Hard,104589,104025,4-6 6-3 6-4,3,R32,100.0,7.0,5.0,84.0,38.0,32.0,28.0,15.0,4.0,5.0,11.0,0.0,83.0,47.0,35.0,22.0,14.0,6.0,8.0,153.0,287.0,93.0,440.0
2007-339,Adelaide,20070101,Hard,103553,104180,6-2 7-5,3,R32,66.0,3.0,0.0,51.0,34.0,26.0,11.0,10.0,2.0,3.0,6.0,4.0,59.0,39.0,26.0,8.0,10.0,3.0,7.0,200.0,194.0,104.0,411.0
2007-339,Adelaide,20070101,Hard,103429,103506,6-3 6-4,3,R32,67.0,3.0,1.0,53.0,29.0,24.0,18.0,10.0,1.0,1.0,9.0,1.0,49.0,38.0,29.0,4.0,9.0,0.0,2.0,166.0,245.0,81.0,488.0
2007-339,Adelaide,20070101,Hard,103857,103506,6-4 6-2,3,RR,77.0,0.0,2.0,61.0,31.0,22.0,15.0,9.0,8.0,11.0,3.0,0.0,60.0,38.0,19.0,8.0,9.0,5.0,11.0,94.0,438.0,81.0,488.0
2007-339,Adelaide,20070101,Hard,103857,103325,7-6(3) 3-6 6-1,3,R32,118.0,6.0,5.0,84.0,58.0,45.0,14.0,14.0,4.0,6.0,20.0,1.0,101.0,72.0,47.0,14.0,14.0,7.0,10.0,94.0,438.0,122.0,370.0
2007-339,Adelaide,20070101,Hard,103857,103720,4-6 7-6(4) 6-4,3,RR,172.0,6.0,4.0,121.0,64.0,45.0,29.0,16.0,5.0,9.0,9.0,6.0,119.0,55.0,40.0,31.0,16.0,8.0,12.0,94.0,438.0,20.0,1315.0
2007-339,Adelaide,20070101,Hard,105223,103857,6-2 6-0,3,QF,48.0,2.0,1.0,33.0,21.0,20.0,9.0,7.0,3.0,3.0,1.0,2.0,36.0,21.0,11.0,3.0,7.0,0.0,5.0,92.0,445.0,94.0,438.0
2007-339,Adelaide,20070101,Hard,104755,104433,7-5 5-7 6-3,3,RR,125.0,8.0,1.0,91.0,54.0,44.0,22.0,17.0,1.0,4.0,5.0,1.0,108.0,67.0,43.0,22.0,16.0,9.0,13.0,18.0,1365.0,88.0,457.0
2007-339,Adelaide,20070101,Hard,104252,104433,6-4 6-4,3,RR,63.0,3.0,3.0,58.0,36.0,26.0,14.0,10.0,2.0,3.0,4.0,0.0,58.0,40.0,24.0,11.0,10.0,3.0,6.0,56.0,700.0,88.0,457.0
2007-339,Adelaide,20070101,Hard,103096,103794,7-5 6-1,3,RR,80.0,6.0,4.0,73.0,42.0,34.0,14.0,10.0,4.0,4.0,2.0,3.0,48.0,18.0,15.0,11.0,9.0,1.0,4.0,42.0,845.0,58.0,686.0
2007-339,Adelaide,20070101,Hard,104589,103794,7-5 6-3,3,RR,67.0,18.0,0.0,57.0,36.0,31.0,15.0,11.0,0.0,0.0,6.0,2.0,65.0,35.0,26.0,15.0,10.0,3.0,5.0,153.0,287.0,58.0,686.0
2007-339,Adelaide,20070101,Hard,103720,104386,6-1 4-2,3,RR,59.0,9.0,2.0,39.0,20.0,18.0,9.0,7.0,1.0,2.0,1.0,2.0,40.0,22.0,12.0,5.0,6.0,2.0,6.0,20.0,1315.0,64.0,599.0
2007-339,Adelaide,20070101,Hard,104755,104252,6-2 6-1,3,RR,50.0,1.0,1.0,47.0,26.0,18.0,16.0,8.0,2.0,2.0,1.0,3.0,42.0,25.0,14.0,6.0,7.0,1.0,5.0,18.0,1365.0,56.0,700.0
2007-339,Adelaide,20070101,Hard,104589,104755,1-6 6-3 7-6(4),3,QF,93.0,22.0,2.0,88.0,54.0,41.0,19.0,14.0,3.0,5.0,4.0,3.0,78.0,52.0,38.0,21.0,14.0,2.0,3.0,153.0,287.0,18.0,1365.0
2007-339,Adelaide,20070101,Hard,104468,103722,6-2 5-7 1-1,3,RR,96.0,4.0,3.0,74.0,34.0,25.0,20.0,11.0,4.0,7.0,6.0,3.0,82.0,53.0,33.0,14.0,11.0,6.0,10.0,45.0,801.0,60.0,665.0
2007-339,Adelaide,20070101,Hard,104589,103096,7-6(4) 7-6(5),3,RR,118.0,11.0,4.0,100.0,50.0,40.0,27.0,12.0,10.0,11.0,6.0,3.0,82.0,56.0,43.0,14.0,12.0,3.0,4.0,153.0,287.0,42.0,845.0
2007-339,Adelaide,20070101,Hard,104925,104225,6-0 6-1,3,RR,58.0,9.0,1.0,40.0,28.0,23.0,5.0,6.0,1.0,1.0,3.0,3.0,57.0,28.0,18.0,5.0,7.0,9.0,15.0,16.0,1380.0,76.0,509.0
2007-339,Adelaide,20070101,Hard,104925,103553,6-1 6-2,3,RR,54.0,2.0,3.0,45.0,30.0,26.0,9.0,8.0,3.0,3.0,0.0,2.0,47.0,32.0,19.0,5.0,7.0,4.0,8.0,16.0,1380.0,200.0,194.0
2007-339,Adelaide,20070101,Hard,104925,102834,6-4 7-5,3,QF,101.0,8.0,3.0,72.0,48.0,34.0,11.0,11.0,4.0,7.0,2.0,3.0,74.0,45.0,28.0,10.0,11.0,2.0,7.0,16.0,1380.0,70.0,526.0
2007-339,Adelaide,20070101,Hard,104925,104589,6-3 6-7(6) 6-4,3,F,147.0,4.0,6.0,118.0,71.0,50.0,26.0,15.0,5.0,6.0,14.0,5.0,106.0,63.0,48.0,17.0,16.0,6.0,10.0,16.0,1380.0,153.0,287.0
2007-339,Adelaide,20070101,Hard,105223,104424,6-3 6-2,3,R32,79.0,8.0,2.0,51.0,28.0,23.0,13.0,8.0,4.0,4.0,3.0,2.0,57.0,31.0,20.0,11.0,9.0,4.0,8.0,92.0,445.0,188.0,210.0
2007-339,Adelaide,20070101,Hard,103553,104225,6-3 6-2,3,RR,65.0,4.0,1.0,64.0,36.0,24.0,12.0,8.0,8.0,10.0,3.0,6.0,51.0,22.0,13.0,10.0,9.0,5.0,11.0,200.0,194.0,76.0,509.0
2007-339,Adelaide,20070101,Hard,104589,105223,5-7 6-3 7-5,3,SF,123.0,19.0,1.0,103.0,63.0,46.0,24.0,17.0,1.0,2.0,8.0,2.0,96.0,61.0,45.0,19.0,16.0,4.0,6.0,153.0,287.0,92.0,445.0
2007-339,Adelaide,20070101,Hard,102834,103429,7-6(8) 6-1,3,RR,90.0,4.0,1.0,68.0,46.0,30.0,13.0,10.0,2.0,3.0,3.0,4.0,70.0,42.0,30.0,9.0,9.0,7.0,10.0,70.0,526.0,166.0,245.0
2007-339,Adelaide,20070101,Hard,105223,103401,6-2 6-4,3,RR,73.0,7.0,1.0,43.0,29.0,24.0,7.0,9.0,1.0,3.0,0.0,0.0,64.0,46.0,20.0,10.0,9.0,10.0,15.0,92.0,445.0,75.0,511.0
2007-891,Chennai,20070101,Hard,104745,102783,6-4 6-2,3,R32,87.0,5.0,2.0,50.0,23.0,18.0,18.0,9.0,2.0,3.0,2.0,2.0,63.0,33.0,24.0,10.0,9.0,6.0,10.0,2.0,4470.0,96.0,435.0
2007-891,Chennai,20070101,Hard,104816,103999,6-3 6-4,3,R32,79.0,0.0,4.0,64.0,49.0,31.0,6.0,10.0,6.0,9.0,0.0,1.0,53.0,45.0,23.0,3.0,9.0,2.0,7.0,480.0,58.0,105.0,411.0
2007-891,Chennai,20070101,Hard,102106,103077,6-4 6-3,3,R32,73.0,6.0,1.0,64.0,36.0,29.0,14.0,9.0,4.0,4.0,6.0,3.0,65.0,34.0,20.0,17.0,10.0,3.0,6.0,106.0,409.0,120.0,375.0
2007-891,Chennai,20070101,Hard,103917,104268,7-5 6-4,3,R32,105.0,4.0,5.0,75.0,34.0,28.0,21.0,11.0,7.0,8.0,4.0,2.0,72.0,40.0,26.0,17.0,11.0,8.0,11.0,66.0,552.0,107.0,407.0
2007-891,Chennai,20070101,Hard,103598,103821,6-2 6-2,3,R32,62.0,5.0,1.0,41.0,20.0,15.0,15.0,8.0,2.0,3.0,2.0,4.0,45.0,22.0,11.0,9.0,8.0,6.0,11.0,37.0,910.0,103.0,417.0
2007-891,Chennai,20070101,Hard,102999,104229,6-2 6-3,3,R32,86.0,2.0,5.0,58.0,37.0,23.0,11.0,8.0,4.0,5.0,4.0,4.0,65.0,47.0,25.0,5.0,9.0,6.0,11.0,109.0,396.0,89.0,450.0
2007-891,Chennai,20070101,Hard,103451,103535,6-4 6-4,3,R32,90.0,2.0,2.0,63.0,37.0,25.0,15.0,10.0,2.0,4.0,2.0,3.0,90.0,62.0,37.0,10.0,10.0,9.0,13.0,77.0,508.0,117.0,379.0
2007-891,Chennai,20070101,Hard,102148,102881,3-0 RET,3,R32,13.0,1.0,0.0,10.0,5.0,4.0,4.0,2.0,0.0,0.0,0.0,1.0,9.0,3.0,0.0,3.0,1.0,2.0,3.0,52.0,725.0,730.0,22.0
2007-891,Chennai,20070101,Hard,103387,104620,7-6(5) 6-4,3,R32,77.0,9.0,4.0,62.0,38.0,35.0,13.0,11.0,0.0,1.0,2.0,1.0,67.0,36.0,25.0,17.0,11.0,0.0,2.0,53.0,725.0,127.0,360.0
2007-891,Chennai,20070101,Hard,102905,104831,2-6 6-3 7-5,3,R32,109.0,3.0,2.0,78.0,47.0,27.0,18.0,14.0,4.0,9.0,3.0,6.0,79.0,39.0,25.0,16.0,15.0,2.0,8.0,80.0,490.0,361.0,94.0
2007-891,Chennai,20070101,Hard,104214,105053,6-3 7-6(2),3,R32,90.0,7.0,2.0,64.0,40.0,31.0,15.0,11.0,1.0,3.0,1.0,2.0,67.0,38.0,24.0,14.0,10.0,4.0,7.0,91.0,445.0,175.0,230.0
2007-891,Chennai,20070101,Hard,103898,104559,6-3 6-4,3,R32,66.0,3.0,0.0,51.0,34.0,28.0,13.0,10.0,2.0,2.0,3.0,5.0,66.0,40.0,30.0,9.0,9.0,7.0,9.0,40.0,877.0,114.0,385.0
2007-891,Chennai,20070101,Hard,102845,102565,7-6(3) 6-3,3,R32,80.0,11.0,0.0,61.0,40.0,32.0,14.0,11.0,0.0,1.0,4.0,5.0,66.0,37.0,29.0,12.0,10.0,2.0,4.0,43.0,835.0,108.0,398.0
2007-891,Chennai,20070101,Hard,103240,103752,1-6 6-2 6-3,3,R32,80.0,5.0,3.0,77.0,47.0,34.0,12.0,12.0,3.0,7.0,3.0,3.0,68.0,34.0,25.0,13.0,12.0,4.0,9.0,100.0,424.0,82.0,486.0
2007-891,Chennai,20070101,Hard,103333,104250,7-6(3) 6-3,3,R32,82.0,14.0,2.0,67.0,46.0,37.0,14.0,11.0,2.0,2.0,2.0,3.0,60.0,36.0,30.0,11.0,10.0,3.0,4.0,98.0,431.0,393.0,84.0
2007-891,Chennai,20070101,Hard,103709,103900,2-6 6-3 7-5,3,R32,143.0,13.0,2.0,117.0,67.0,40.0,32.0,15.0,16.0,19.0,4.0,7.0,122.0,72.0,51.0,19.0,14.0,11.0,14.0,84.0,481.0,8.0,2295.0
2007-891,Chennai,20070101,Hard,104745,104816,6-4 6-1,3,R16,84.0,5.0,1.0,46.0,26.0,19.0,15.0,8.0,0.0,0.0,0.0,1.0,61.0,35.0,17.0,15.0,9.0,3.0,7.0,2.0,4470.0,480.0,58.0
2007-891,Chennai,20070101,Hard,102106,103917,7-6(6) 3-6 6-3,3,R16,139.0,12.0,2.0,92.0,70.0,52.0,11.0,15.0,1.0,3.0,12.0,7.0,103.0,67.0,48.0,19.0,15.0,8.0,10.0,106.0,409.0,66.0,552.0
2007-891,Chennai,20070101,Hard,103598,102999,6-3 6-2,3,R16,89.0,6.0,2.0,61.0,36.0,25.0,15.0,9.0,4.0,5.0,0.0,5.0,68.0,31.0,18.0,16.0,8.0,8.0,12.0,37.0,910.0,109.0,396.0
2007-891,Chennai,20070101,Hard,102148,103451,6-4 6-2,3,R16,78.0,2.0,0.0,60.0,39.0,27.0,12.0,9.0,4.0,5.0,0.0,5.0,63.0,33.0,21.0,12.0,9.0,4.0,8.0,52.0,725.0,77.0,508.0
2007-891,Chennai,20070101,Hard,102905,103387,6-1 6-2,3,R16,48.0,3.0,1.0,41.0,26.0,23.0,10.0,8.0,0.0,0.0,1.0,2.0,44.0,28.0,14.0,6.0,7.0,1.0,5.0,80.0,490.0,53.0,725.0
2007-891,Chennai,20070101,Hard,103898,104214,7-6(4) 6-2,3,R16,88.0,3.0,2.0,61.0,40.0,30.0,14.0,10.0,3.0,4.0,3.0,0.0,60.0,34.0,21.0,17.0,10.0,3.0,6.0,40.0,877.0,91.0,445.0
2007-891,Chennai,20070101,Hard,102845,103240,6-4 6-3,3,R16,81.0,8.0,2.0,85.0,45.0,32.0,20.0,10.0,7.0,8.0,4.0,3.0,52.0,34.0,24.0,6.0,9.0,1.0,4.0,43.0,835.0,100.0,424.0
2007-891,Chennai,20070101,Hard,103333,103709,7-6(3) 7-6(2),3,R16,86.0,26.0,2.0,79.0,56.0,48.0,12.0,12.0,1.0,2.0,6.0,2.0,68.0,47.0,36.0,14.0,12.0,0.0,1.0,98.0,431.0,84.0,481.0
2007-891,Chennai,20070101,Hard,104745,102106,6-3 6-2,3,QF,60.0,7.0,3.0,42.0,21.0,20.0,16.0,9.0,0.0,0.0,2.0,0.0,49.0,28.0,17.0,9.0,8.0,7.0,10.0,2.0,4470.0,106.0,409.0
2007-891,Chennai,20070101,Hard,103598,102148,6-4 4-6 6-0,3,QF,100.0,8.0,1.0,67.0,43.0,32.0,13.0,13.0,1.0,4.0,6.0,2.0,84.0,50.0,31.0,12.0,13.0,4.0,10.0,37.0,910.0,52.0,725.0
2007-891,Chennai,20070101,Hard,102905,103898,6-1 6-2,3,QF,61.0,1.0,0.0,48.0,25.0,19.0,14.0,8.0,0.0,0.0,0.0,3.0,45.0,27.0,15.0,8.0,7.0,6.0,10.0,80.0,490.0,40.0,877.0
2007-891,Chennai,20070101,Hard,102845,103333,6-4 7-6(6),3,QF,77.0,2.0,1.0,62.0,49.0,42.0,8.0,11.0,0.0,0.0,21.0,1.0,67.0,46.0,39.0,9.0,11.0,3.0,4.0,43.0,835.0,98.0,431.0
2007-891,Chennai,20070101,Hard,103598,104745,6-4 7-6(4),3,SF,127.0,7.0,1.0,91.0,62.0,41.0,19.0,11.0,7.0,7.0,2.0,0.0,67.0,43.0,33.0,14.0,11.0,4.0,5.0,37.0,910.0,2.0,4470.0
2007-891,Chennai,20070101,Hard,102905,102845,6-3 6-1,3,SF,63.0,5.0,1.0,49.0,28.0,23.0,13.0,8.0,2.0,2.0,5.0,4.0,59.0,36.0,20.0,9.0,8.0,7.0,11.0,80.0,490.0,43.0,835.0
2007-891,Chennai,20070101,Hard,103598,102905,6-1 6-3,3,F,61.0,6.0,0.0,47.0,31.0,23.0,10.0,8.0,2.0,3.0,0.0,2.0,47.0,26.0,15.0,6.0,8.0,2.0,7.0,37.0,910.0,80.0,490.0
2007-451,Doha,20070101,Hard,103786,102703,7-5 6-4,3,R32,83.0,2.0,3.0,61.0,41.0,37.0,9.0,11.0,0.0,0.0,1.0,0.0,67.0,47.0,33.0,11.0,11.0,3.0,5.0,3.0,2825.0,49.0,747.0
2007-451,Doha,20070101,Hard,102035,104597,7-5 7-5,3,R32,114.0,3.0,2.0,90.0,63.0,39.0,17.0,12.0,5.0,6.0,9.0,1.0,84.0,53.0,35.0,15.0,12.0,5.0,8.0,54.0,723.0,32.0,925.0
2007-451,Doha,20070101,Hard,103487,103781,5-7 6-4 7-5,3,R32,152.0,8.0,7.0,127.0,72.0,59.0,21.0,17.0,11.0,13.0,9.0,2.0,110.0,73.0,49.0,21.0,17.0,4.0,7.0,147.0,311.0,41.0,865.0
2007-451,Doha,20070101,Hard,103694,103206,6-4 6-4,3,R32,97.0,1.0,2.0,55.0,33.0,24.0,10.0,10.0,1.0,4.0,7.0,2.0,75.0,35.0,23.0,15.0,10.0,3.0,8.0,36.0,910.0,28.0,965.0
2007-451,Doha,20070101,Hard,104918,103835,4-6 6-2 6-4,3,R32,109.0,5.0,3.0,78.0,47.0,32.0,19.0,14.0,3.0,6.0,1.0,2.0,84.0,50.0,31.0,18.0,14.0,4.0,9.0,17.0,1370.0,38.0,910.0
2007-451,Doha,20070101,Hard,103294,103252,6-4 7-5,3,R32,95.0,0.0,2.0,68.0,46.0,32.0,12.0,11.0,3.0,5.0,3.0,2.0,70.0,47.0,31.0,11.0,11.0,4.0,8.0,78.0,504.0,61.0,641.0
2007-451,Doha,20070101,Hard,103843,103761,6-2 6-2,3,R32,49.0,4.0,2.0,52.0,31.0,23.0,9.0,8.0,2.0,4.0,0.0,1.0,52.0,44.0,18.0,3.0,8.0,2.0,8.0,155.0,280.0,185.0,213.0
2007-451,Doha,20070101,Hard,103018,104527,5-7 6-4 6-4,3,R32,130.0,6.0,5.0,106.0,64.0,51.0,18.0,16.0,6.0,8.0,1.0,4.0,98.0,66.0,47.0,16.0,16.0,2.0,5.0,59.0,680.0,30.0,950.0
2007-451,Doha,20070101,Hard,104417,104019,6-3 6-3,3,R32,71.0,2.0,1.0,57.0,32.0,22.0,13.0,9.0,0.0,2.0,1.0,0.0,54.0,41.0,20.0,4.0,9.0,0.0,5.0,25.0,1028.0,31.0,935.0
2007-451,Doha,20070101,Hard,104198,103808,2-6 7-5 7-5,3,R32,188.0,2.0,6.0,121.0,75.0,49.0,17.0,16.0,22.0,28.0,2.0,3.0,139.0,95.0,55.0,21.0,16.0,23.0,29.0,68.0,542.0,83.0,485.0
2007-451,Doha,20070101,Hard,103105,102956,7-6(5) 6-2,3,R32,87.0,2.0,5.0,59.0,35.0,26.0,10.0,10.0,3.0,6.0,2.0,8.0,84.0,43.0,27.0,15.0,10.0,9.0,14.0,57.0,690.0,1116.0,5.0
2007-451,Doha,20070101,Hard,104571,104259,6-4 7-5,3,R32,100.0,3.0,2.0,92.0,34.0,22.0,35.0,11.0,11.0,12.0,2.0,1.0,59.0,39.0,28.0,10.0,11.0,1.0,4.0,12.0,1860.0,62.0,631.0
2007-451,Doha,20070101,Hard,104022,103110,7-5 6-3,3,R32,87.0,5.0,1.0,62.0,47.0,34.0,9.0,10.0,4.0,5.0,2.0,1.0,78.0,49.0,32.0,11.0,11.0,2.0,6.0,24.0,1075.0,65.0,560.0
2007-451,Doha,20070101,Hard,104792,104312,6-3 6-4,3,R32,76.0,2.0,2.0,57.0,34.0,24.0,14.0,10.0,2.0,4.0,1.0,0.0,61.0,34.0,20.0,12.0,9.0,6.0,10.0,46.0,795.0,74.0,513.0
2007-451,Doha,20070101,Hard,101962,102563,7-6(5) 7-6(1),3,R32,110.0,7.0,2.0,84.0,57.0,46.0,15.0,12.0,3.0,4.0,9.0,2.0,79.0,44.0,33.0,21.0,12.0,1.0,2.0,189.0,207.0,71.0,524.0
2007-451,Doha,20070101,Hard,103344,103823,6-1 6-2,3,R32,59.0,9.0,5.0,52.0,30.0,26.0,11.0,8.0,2.0,2.0,0.0,0.0,38.0,21.0,15.0,4.0,7.0,2.0,6.0,5.0,2495.0,146.0,313.0
2007-451,Doha,20070101,Hard,103786,102035,6-4 6-3,3,R16,89.0,1.0,1.0,68.0,52.0,35.0,7.0,9.0,4.0,5.0,1.0,3.0,68.0,52.0,27.0,8.0,10.0,3.0,7.0,3.0,2825.0,54.0,723.0
2007-451,Doha,20070101,Hard,103694,103487,6-1 6-0,3,R16,44.0,4.0,4.0,33.0,20.0,17.0,8.0,6.0,1.0,1.0,5.0,6.0,51.0,31.0,14.0,6.0,7.0,4.0,10.0,36.0,910.0,147.0,311.0
2007-451,Doha,20070101,Hard,104918,103294,6-1 6-3,3,R16,83.0,3.0,0.0,51.0,30.0,20.0,13.0,8.0,1.0,2.0,1.0,2.0,67.0,49.0,25.0,6.0,8.0,6.0,11.0,17.0,1370.0,78.0,504.0
2007-451,Doha,20070101,Hard,103018,103843,6-3 6-3,3,R16,83.0,1.0,4.0,63.0,43.0,33.0,7.0,9.0,3.0,4.0,1.0,1.0,69.0,38.0,19.0,17.0,9.0,5.0,9.0,59.0,680.0,155.0,280.0
2007-451,Doha,20070101,Hard,104417,104198,4-6 6-0 6-3,3,R16,111.0,8.0,1.0,97.0,66.0,45.0,16.0,13.0,5.0,7.0,3.0,2.0,68.0,51.0,27.0,10.0,12.0,3.0,8.0,25.0,1028.0,68.0,542.0
2007-451,Doha,20070101,Hard,104571,103105,6-2 6-0,3,R16,65.0,1.0,1.0,49.0,26.0,18.0,16.0,7.0,3.0,3.0,0.0,1.0,52.0,35.0,18.0,5.0,7.0,7.0,12.0,12.0,1860.0,57.0,690.0
2007-451,Doha,20070101,Hard,104022,104792,6-4 6-2,3,R16,64.0,1.0,1.0,50.0,43.0,30.0,5.0,9.0,1.0,2.0,1.0,2.0,63.0,49.0,25.0,6.0,9.0,3.0,7.0,24.0,1075.0,46.0,795.0
2007-451,Doha,20070101,Hard,103344,101962,6-3 6-4,3,R16,76.0,6.0,1.0,55.0,32.0,27.0,13.0,10.0,2.0,3.0,1.0,0.0,51.0,41.0,27.0,3.0,9.0,1.0,4.0,5.0,2495.0,189.0,207.0
2007-451,Doha,20070101,Hard,103786,103694,6-4 6-3,3,QF,89.0,6.0,1.0,63.0,42.0,27.0,11.0,9.0,2.0,4.0,0.0,1.0,60.0,31.0,16.0,16.0,10.0,3.0,8.0,3.0,2825.0,36.0,910.0
2007-451,Doha,20070101,Hard,104918,103018,2-6 6-2 6-2,3,QF,96.0,2.0,1.0,81.0,57.0,36.0,12.0,12.0,6.0,9.0,3.0,3.0,64.0,38.0,22.0,12.0,12.0,3.0,8.0,17.0,1370.0,59.0,680.0
2007-451,Doha,20070101,Hard,104417,104571,6-3 6-2,3,QF,57.0,4.0,1.0,51.0,36.0,32.0,8.0,9.0,3.0,3.0,3.0,0.0,44.0,28.0,17.0,7.0,8.0,3.0,6.0,25.0,1028.0,12.0,1860.0
2007-451,Doha,20070101,Hard,103344,104022,2-6 7-6(2) 7-6(3),3,QF,174.0,18.0,1.0,118.0,72.0,53.0,22.0,16.0,7.0,10.0,3.0,5.0,115.0,61.0,43.0,31.0,16.0,8.0,9.0,5.0,2495.0,24.0,1075.0
2007-451,Doha,20070101,Hard,104918,103786,7-5 6-2,3,SF,92.0,1.0,0.0,52.0,36.0,25.0,9.0,10.0,0.0,2.0,1.0,3.0,64.0,36.0,21.0,11.0,10.0,5.0,10.0,17.0,1370.0,3.0,2825.0
2007-451,Doha,20070101,Hard,103344,104417,3-6 6-4 7-6(5),3,SF,126.0,21.0,2.0,99.0,53.0,40.0,26.0,15.0,5.0,7.0,7.0,1.0,86.0,59.0,47.0,18.0,16.0,1.0,3.0,5.0,2495.0,25.0,1028.0
2007-451,Doha,20070101,Hard,103344,104918,6-4 6-4,3,F,108.0,5.0,1.0,71.0,39.0,28.0,20.0,10.0,8.0,9.0,2.0,0.0,68.0,46.0,27.0,13.0,10.0,6.0,9.0,5.0,2495.0,17.0,1370.0
2007-301,Auckland,20070108,Hard,103990,103105,6-2 6-1,3,R32,65.0,5.0,2.0,39.0,21.0,16.0,11.0,7.0,0.0,1.0,0.0,6.0,59.0,29.0,16.0,9.0,8.0,4.0,10.0,7.0,2375.0,56.0,710.0
2007-301,Auckland,20070108,Hard,103252,104792,6-4 6-4,3,R32,73.0,3.0,1.0,60.0,35.0,28.0,15.0,10.0,0.0,0.0,4.0,6.0,75.0,41.0,30.0,13.0,10.0,4.0,6.0,60.0,641.0,59.0,645.0
2007-301,Auckland,20070108,Hard,104259,103632,6-4 7-5,3,R32,93.0,8.0,3.0,76.0,45.0,30.0,19.0,11.0,6.0,7.0,8.0,2.0,78.0,51.0,34.0,13.0,11.0,1.0,4.0,63.0,596.0,61.0,620.0
